CryoSleep,Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Age Group,Group,Member,Travelling_Solo,Group_size,Cabin_Deck,Cabin_Side,Cabin_Region1,Cabin_Region2,Cabin_Region3,Cabin_Region4,Cabin_Region5,Cabin_Region6,Total Expenditure,No Spending,Expenditure Category,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e
0,34.0,6.763884908562435,0.0,5.552959584921617,0.0,3.58351893845611,False,5,463,1,0,2,5,0,1,0,0,0,0,0,7.05444965813294,0,2,0,0,1,0,0,1
0,14.0,6.834108738813838,6.748759547491679,4.406719247264253,0.0,0.0,False,2,463,2,0,2,5,0,1,0,0,0,0,0,7.529406457837013,0,0,0,0,1,0,0,1
0,19.0,1.6094379124341003,2.3978952727983707,0.0,7.072421900537371,6.061456918928017,False,3,465,1,0,2,4,0,1,0,0,0,0,0,7.390798521735676,0,0,1,0,0,0,0,1
0,19.0,0.0,6.484635235635252,3.1354942159291497,4.990432586778736,1.6094379124341003,True,3,465,2,0,2,4,0,1,0,0,0,0,0,6.717804695023691,0,2,1,0,0,0,0,1
0,36.0,0.0,0.0,6.761572768804055,0.6931471805599453,0.6931471805599453,False,5,466,1,1,1,5,0,1,0,0,0,0,0,6.763884908562435,0,2,1,0,0,0,0,1
1,34.0,0.0,0.0,0.0,0.0,0.0,False,5,468,1,1,1,5,1,0,1,0,0,0,0,0.0,1,3,1,0,0,0,0,1
1,25.0,0.0,0.0,0.0,0.0,0.0,True,3,470,1,0,2,5,1,1,0,0,0,0,0,0.0,1,3,0,0,1,1,0,0
1,36.0,0.0,0.0,0.0,0.0,0.0,True,5,470,2,0,2,5,1,1,0,0,0,0,0,0.0,1,3,0,0,1,0,0,1
0,16.0,0.0,3.828641396489095,1.0986122886681098,8.55333223803211,5.14166355650266,False,2,471,1,0,2,1,0,1,0,0,0,0,0,8.594339400592892,0,0,0,1,0,0,0,1
0,30.0,0.0,8.983816112502495,0.0,0.0,1.6094379124341003,True,4,471,2,0,2,1,0,1,0,0,0,0,0,8.984317679911129,0,0,0,1,0,1,0,0
0,37.0,0.0,2.3978952727983707,6.300785794663244,2.302585092994046,5.703782474656201,False,5,472,1,1,1,5,1,1,0,0,0,0,0,6.760414691083428,0,2,1,0,0,0,1,0
1,15.0,0.0,0.0,0.0,0.0,0.0,True,2,474,1,1,1,6,1,1,0,0,0,0,0,0.0,1,3,1,0,0,1,0,0
0,36.0,0.0,0.0,3.6635616461296463,2.302585092994046,6.8501261661455,False,5,475,1,1,1,4,0,1,0,0,0,0,0,6.898714534329988,0,2,1,0,0,0,0,1
0,27.0,0.0,1.9459101490553132,4.983606621708336,4.976733742420574,0.0,False,4,476,1,0,3,5,0,1,0,0,0,0,0,5.69035945432406,0,1,0,0,1,0,1,0
1,27.0,0.0,0.0,0.0,0.0,0.0,True,4,476,2,0,3,5,0,1,0,0,0,0,0,0.0,1,3,0,0,1,0,0,1
1,12.0,0.0,0.0,0.0,0.0,0.0,True,1,476,3,0,3,5,0,1,0,0,0,0,0,0.0,1,3,0,0,1,0,0,1
0,22.0,0.0,1.791759469228055,0.0,7.3901814282264295,0.0,False,3,477,1,1,1,4,0,1,0,0,0,0,0,7.393263094763838,0,0,1,0,0,0,0,1
0,27.0,4.331457877032531,3.5553480614894135,3.1780538303479458,0.0,5.62040086571715,False,4,480,1,1,1,6,0,1,0,0,0,0,0,5.808142489980444,0,1,1,0,0,0,0,1
1,13.0,0.0,0.0,0.0,0.0,0.0,True,2,481,1,1,1,6,1,1,0,0,0,0,0,0.0,1,3,1,0,0,0,0,1
0,27.0,0.0,4.77912349311153,0.0,1.791759469228055,6.501289670540389,False,4,482,1,0,2,4,1,1,0,0,0,0,0,6.670766320845874,0,2,1,0,0,0,0,1
0,28.0,0.0,2.70805020110221,0.0,0.0,6.423246963533519,False,4,482,2,0,2,5,1,1,0,0,0,0,0,6.4457198193855785,0,1,1,0,0,0,0,1
0,21.0,0.0,3.5263605246161616,0.0,8.116417072794205,4.02535169073515,False,3,485,1,1,1,1,1,1,0,0,0,0,0,8.142354276849835,0,0,0,1,0,1,0,0
0,39.0,5.153291594497779,7.492760300922379,2.5649493574615367,8.36730010184162,5.5093883366279774,False,5,487,1,1,1,2,1,1,0,0,0,0,0,8.783855896643942,0,0,0,1,0,0,0,1
1,28.0,0.0,0.0,4.035550825041422,0.0,0.0,False,4,488,1,1,1,6,0,1,0,0,0,0,0,0.0,1,3,1,0,0,0,1,0
1,14.0,0.0,0.0,0.0,0.0,0.0,True,2,490,1,1,1,6,1,1,0,0,0,0,0,0.0,1,3,1,0,0,0,0,1
1,27.0,0.0,0.0,0.0,0.0,0.0,True,4,498,1,0,2,5,1,0,1,0,0,0,0,0.0,1,3,0,1,0,1,0,0
1,46.0,0.0,0.0,0.0,0.0,0.0,True,5,498,2,0,2,1,1,1,0,0,0,0,0,0.0,1,3,0,1,0,1,0,0
1,27.0,0.0,0.0,0.0,0.0,0.0,True,4,499,1,0,2,5,1,1,0,0,0,0,0,0.0,1,3,0,0,1,1,0,0
0,21.0,0.0,0.0,0.0,0.0,0.0,False,3,499,2,0,2,4,1,1,0,0,0,0,0,0.0,1,3,0,0,1,0,0,1
0,21.0,6.2422232654551655,0.0,7.4673710669175595,4.418840607796598,0.0,True,3,500,1,1,1,3,0,1,0,0,0,0,0,7.76004068088038,0,0,0,0,1,1,0,0
0,42.0,0.0,6.835184586147301,6.875232087276577,5.375732189967216,6.1779441140506,False,5,501,1,1,1,4,0,1,0,0,0,0,0,7.774015077250727,0,0,0,1,0,0,0,1
0,22.0,2.3978952727983707,0.0,6.706862336602747,6.156978985585555,0.0,False,3,502,1,1,1,5,1,0,1,0,0,0,0,7.1693500166706,0,2,0,0,1,0,0,1
0,10.0,0.0,0.0,0.0,0.0,0.0,True,1,503,1,0,3,5,1,1,0,0,0,0,0,0.0,1,3,0,0,1,0,0,1
0,43.0,7.507690077819904,0.0,3.871201010907891,3.4011973816621555,0.0,False,5,503,2,0,3,5,1,1,0,0,0,0,0,7.5485559791698735,0,0,0,0,1,0,0,1
0,42.0,7.1284959456800365,3.58351893845611,2.833213344056216,0.0,0.0,False,5,503,3,0,3,4,1,1,0,0,0,0,0,7.168579897264035,0,2,0,0,1,0,0,1
1,18.0,0.0,0.0,0.0,0.0,0.0,True,2,504,1,0,6,1,1,1,0,0,0,0,0,0.0,1,3,0,1,0,1,0,0
1,54.0,0.0,0.0,0.0,0.0,0.0,True,6,504,2,0,6,1,1,1,0,0,0,0,0,0.0,1,3,0,1,0,1,0,0
1,24.0,0.0,0.0,0.0,0.0,0.0,True,3,504,3,0,6,1,1,1,0,0,0,0,0,0.0,1,3,0,1,0,1,0,0
0,64.0,0.0,7.460490305825338,2.4849066497880004,5.996452088619021,6.6240652277998935,False,6,504,4,0,6,1,1,1,0,0,0,0,0,7.973155433444133,0,0,0,1,0,0,0,1
1,18.0,0.0,0.0,0.0,0.0,0.0,True,2,504,5,0,6,1,1,1,0,0,0,0,0,0.0,1,3,0,1,0,1,0,0
1,53.0,0.0,0.0,0.0,0.0,0.0,True,6,504,6,0,6,1,1,1,0,0,0,0,0,0.0,1,3,0,1,0,1,0,0
1,23.0,0.0,0.0,0.0,0.0,0.0,True,3,506,1,1,1,5,1,1,0,0,0,0,0,0.0,1,3,0,0,1,0,0,1
0,39.0,0.0,0.0,0.0,0.0,0.0,True,5,507,1,1,1,6,1,1,0,0,0,0,0,0.0,1,3,1,0,0,0,0,1
0,59.0,0.0,9.712448105122451,0.0,5.780743515792329,0.0,True,6,510,1,1,1,2,0,1,0,0,0,0,0,9.731809155840653,0,0,0,1,0,0,0,1
0,32.0,0.0,8.657998068007258,0.0,4.0943445622221,4.812184355372417,True,4,512,1,0,2,3,1,1,0,0,0,0,0,8.688959234270676,0,0,0,1,0,1,0,0
1,55.0,0.0,0.0,0.0,0.0,0.0,True,6,512,2,0,2,3,1,1,0,0,0,0,0,0.0,1,3,0,1,0,0,0,1
1,21.0,0.0,0.0,0.0,0.0,0.0,True,3,513,1,1,1,6,0,1,0,0,0,0,0,0.0,1,3,1,0,0,0,1,0
1,50.0,0.0,0.0,0.0,0.0,0.0,True,5,515,1,1,1,1,1,1,0,0,0,0,0,0.0,1,3,0,1,0,0,0,1
0,55.0,4.736198448394496,7.821242083523558,3.7376696182833684,0.0,7.773594467360194,False,6,516,1,1,1,0,1,1,0,0,0,0,0,8.521782643750045,0,0,0,1,0,1,0,0
0,28.127118644067796,7.27655640271871,0.0,0.6931471805599453,1.0986122886681098,4.30406509320417,False,3,517,1,1,1,5,0,1,0,0,0,0,0,7.3277805384216315,0,0,1,0,0,0,0,1
1,35.0,0.0,0.0,0.0,0.0,0.0,True,5,518,1,1,1,5,1,1,0,0,0,0,0,0.0,1,3,1,0,0,0,0,1
1,23.38744113029827,0.0,0.0,0.0,0.0,0.0,True,3,519,1,1,1,6,1,1,0,0,0,0,0,0.0,1,3,1,0,0,0,0,1
0,55.0,4.143134726391533,3.946088157884104,0.0,0.0,3.847772212676965,False,6,520,1,1,1,6,1,1,0,0,0,0,0,4.143134726391533,0,1,1,0,0,0,0,1
0,23.0,3.6888794541139363,5.575949103146316,0.0,0.0,5.545543588378203,True,3,521,1,1,1,4,1,1,0,0,0,0,0,5.713732805509369,0,1,1,0,0,0,0,1
0,42.0,0.0,0.0,6.621405651764134,0.0,5.056245805348308,False,5,522,1,1,1,4,0,1,0,0,0,0,0,6.810142450115136,0,2,1,0,0,0,0,1
0,35.0,6.317164686747284,5.365976015021851,7.458186157340487,0.0,1.9459101490553132,True,5,523,1,1,1,4,1,1,0,0,0,0,0,7.826443135456014,0,0,1,0,0,0,0,1
1,47.0,0.0,0.0,0.0,0.0,0.0,True,5,525,1,1,1,5,1,0,1,0,0,0,0,0.0,1,3,1,0,0,0,0,1
0,34.0,7.067319848653476,2.4849066497880004,1.3862943611198906,0.0,1.6094379124341003,False,5,527,1,0,2,5,1,1,0,0,0,0,0,7.0825485693553,0,2,0,0,1,1,0,0
1,34.0,0.0,0.0,0.0,0.0,0.0,True,5,527,2,0,2,5,1,1,0,0,0,0,0,0.0,1,3,0,0,1,0,0,1
0,46.0,0.0,7.02108396428914,0.0,8.13973227971767,8.794218683679489,False,5,528,1,1,1,2,0,1,0,0,0,0,0,9.31847703058076,0,0,0,1,0,0,0,1
1,26.0,0.0,0.0,0.0,0.0,0.0,False,4,529,1,1,1,6,0,1,0,0,0,0,0,0.0,1,3,1,0,0,0,1,0
1,1.0,0.0,0.0,0.0,0.0,0.0,False,0,531,1,0,2,6,0,1,0,0,0,0,0,0.0,1,3,1,0,0,1,0,0
1,1.0,0.0,0.0,0.0,0.0,0.0,True,0,531,2,0,2,6,0,1,0,0,0,0,0,0.0,1,3,1,0,0,1,0,0
0,33.0,3.044522437723423,0.0,5.953243334287785,6.324358962381311,0.0,False,5,533,1,1,1,3,0,1,0,0,0,0,0,6.8690144506657065,0,2,0,0,1,0,0,1
0,34.0,4.59511985013459,6.573680166960646,3.4011973816621555,8.653994232908383,7.551186867296149,False,5,534,1,0,2,1,0,1,0,0,0,0,0,9.045111892608405,0,0,0,1,0,0,0,1
0,49.0,8.181440695719374,7.1770187659099,5.75890177387728,6.464588303689961,3.258096538021482,False,5,534,2,0,2,1,0,1,0,0,0,0,0,8.676587243566487,0,0,0,1,0,0,0,1
0,22.0,0.0,1.791759469228055,0.0,5.771441123130016,5.8664680569332965,False,3,537,1,1,1,6,0,1,0,0,0,0,0,6.519147287940395,0,1,1,0,0,0,0,1
0,28.0,0.0,6.97914527506881,0.0,0.0,1.791759469228055,True,4,538,1,1,1,5,0,1,0,0,0,0,0,6.983789965258135,0,2,1,0,0,0,0,1
1,38.25,0.0,0.0,4.793722292532682,0.0,0.0,True,5,539,1,0,5,2,0,1,0,0,0,0,0,0.0,1,3,0,1,0,0,0,1
1,36.0,0.0,0.0,0.0,0.0,0.0,True,5,539,2,0,5,2,0,1,0,0,0,0,0,0.0,1,3,0,1,0,1,0,0
1,30.0,0.0,0.0,0.0,0.0,0.0,True,4,539,3,0,5,2,0,1,0,0,0,0,0,0.0,1,3,0,1,0,1,0,0
1,49.0,0.0,0.0,0.0,0.0,0.0,True,5,539,4,0,5,2,0,1,0,0,0,0,0,0.0,1,3,0,1,0,0,0,1
0,38.0,0.0,7.492203042618741,6.173786103901937,2.302585092994046,8.514790306799927,False,5,539,5,0,5,2,0,1,0,0,0,0,0,8.891374009484636,0,0,0,1,0,0,0,1
1,31.0,0.0,0.0,0.0,0.0,0.0,True,4,540,1,0,2,5,1,1,0,0,0,0,0,0.0,1,3,0,0,1,0,0,1
0,17.0,7.294377299288821,0.0,0.0,3.828641396489095,2.833213344056216,False,2,540,2,0,2,5,1,1,0,0,0,0,0,7.334981878871814,0,0,0,0,1,0,0,1
0,26.0,2.302585092994046,0.0,0.0,0.0,6.778784897685177,False,4,542,1,1,1,6,0,1,0,0,0,0,0,6.78897174299217,0,2,1,0,0,0,0,1
0,23.0,4.0943445622221,0.0,0.0,6.525029657843462,0.0,False,3,545,1,1,1,5,0,1,0,0,0,0,0,6.608000625296087,0,2,1,0,0,0,0,1
0,24.0,6.836259277277067,6.539585955617669,6.732210706467206,0.0,0.0,False,3,546,1,1,1,5,1,1,0,0,0,0,0,7.807916628926408,0,0,1,0,0,1,0,0
0,23.0,0.0,2.772588722239781,6.723832440821209,2.833213344056216,1.3862943611198906,False,3,547,1,1,1,5,1,1,0,0,0,0,0,6.763884908562435,0,2,1,0,0,0,0,1
0,24.0,0.0,4.465908118654584,6.558197802812269,0.0,0.6931471805599453,True,3,548,1,1,1,4,1,1,0,0,0,0,0,6.674561391814426,0,2,1,0,0,0,0,1
0,32.0,6.502790045915623,0.0,0.0,5.53338948872752,0.6931471805599453,True,4,549,1,0,2,3,1,1,0,0,0,0,0,6.824373670043086,0,2,0,0,1,0,1,0
1,43.0,0.0,0.0,0.0,0.0,0.0,True,5,549,2,0,2,5,1,1,0,0,0,0,0,0.0,1,3,0,0,1,0,0,1
0,23.0,2.6390573296152584,2.5649493574615367,0.0,6.637258031284457,0.0,True,3,550,1,1,1,5,1,1,0,0,0,0,0,6.669498089857879,0,2,1,0,0,0,0,1
0,42.0,4.844187086458591,0.0,5.58724865840025,6.100318952020064,2.5649493574615367,False,5,551,1,1,1,6,1,1,0,0,0,0,0,6.745236349484363,0,2,1,0,0,0,0,1
1,29.0,0.0,0.0,0.0,0.0,0.0,True,4,552,1,1,1,2,1,1,0,0,0,0,0,0.0,1,3,0,1,0,1,0,0
1,40.0,0.0,0.0,0.0,0.0,0.0,True,5,553,1,0,2,2,0,1,0,0,0,0,0,0.0,1,3,0,1,0,0,0,1
0,37.0,0.0,8.780633799494984,0.0,6.639875833826536,0.0,True,5,553,2,0,2,2,0,1,0,0,0,0,0,8.891649112650057,0,0,0,1,0,0,0,1
1,61.0,0.0,0.0,0.0,0.0,0.0,True,6,555,1,0,2,2,0,1,0,0,0,0,0,0.0,1,3,0,1,0,1,0,0
0,33.0,0.0,5.111987788356544,0.6931471805599453,7.8343923029104365,0.0,False,5,555,2,0,2,2,0,1,0,0,0,0,0,7.898039690764619,0,0,0,1,0,0,0,1
0,19.0,0.0,7.264730177929867,0.0,0.6931471805599453,2.995732273553991,True,3,556,1,1,1,5,1,1,0,0,0,0,0,7.278628942320682,0,0,1,0,0,0,0,1
0,21.0,0.0,2.5649493574615367,6.364750756851911,0.0,4.382026634673881,False,3,559,1,1,1,5,1,1,0,0,0,0,0,6.51025834052315,0,1,1,0,0,0,1,0
0,4.0,0.0,0.0,0.0,0.0,0.0,False,0,560,1,0,3,6,1,1,0,0,0,0,0,0.0,1,3,1,0,0,0,0,1
0,12.0,0.0,0.0,0.0,0.0,0.0,True,1,560,2,0,3,6,1,1,0,0,0,0,0,0.0,1,3,1,0,0,0,1,0
0,44.0,7.273092595999522,5.683579767338681,4.31748811353631,3.4965075614664802,0.0,True,5,560,3,0,3,5,1,1,0,0,0,0,0,7.517520850603031,0,0,1,0,0,0,0,1
0,22.0,0.0,0.0,5.808142489980444,6.093569770045136,0.0,False,3,561,1,1,1,6,1,1,0,0,0,0,0,6.652863029353347,0,2,1,0,0,0,0,1
0,33.0,6.734591659972948,6.466144724237619,5.998936561946683,3.091042453358316,0.0,False,5,563,1,1,1,5,0,1,0,0,0,0,0,7.552762084214147,0,0,0,0,1,1,0,0
1,32.0,0.0,0.0,0.0,0.0,0.0,True,4,564,1,0,3,1,0,1,0,0,0,0,0,0.0,1,3,0,1,0,1,0,0
1,28.0,0.0,0.0,0.0,0.0,0.0,True,4,564,2,0,3,1,0,1,0,0,0,0,0,0.0,1,3,0,1,0,0,0,1
0,28.0,0.0,6.018593214496234,1.0986122886681098,7.2115567333138015,8.215006432761575,False,4,564,3,0,3,1,0,1,0,0,0,0,0,8.60557030203365,0,0,0,1,0,1,0,0
0,31.0,6.548219102762372,0.0,6.418364935936212,0.0,0.0,False,4,565,1,1,1,5,0,1,0,0,0,0,0,7.177782416195197,0,2,0,0,1,0,0,1
1,13.0,0.0,0.0,0.0,0.0,0.0,True,2,566,1,1,1,4,1,1,0,0,0,0,0,0.0,1,3,0,0,1,0,0,1
1,14.0,0.0,0.0,0.0,0.0,0.0,True,2,567,1,1,1,6,1,1,0,0,0,0,0,0.0,1,3,1,0,0,0,0,1
1,33.0,7.554334823725748,3.5263605246161616,0.0,0.6931471805599453,1.6094379124341003,False,5,568,1,0,2,3,1,1,0,0,0,0,0,7.5740450053721995,0,0,0,1,0,0,0,1
1,33.0,0.0,0.0,0.0,0.0,1.6094379124341003,True,5,568,2,0,2,3,1,1,0,0,0,0,0,0.0,1,3,0,1,0,1,0,0
0,23.0,0.0,5.814130531825066,5.739792912179234,0.0,0.0,True,3,569,1,1,1,5,0,1,0,0,0,0,0,6.4692503167957724,0,1,1,0,0,0,0,1
0,36.0,6.274762021241939,8.534246945982066,0.6931471805599453,4.990432586778736,6.771935555839602,True,5,570,1,1,1,2,1,1,0,0,0,0,0,8.800113946766308,0,0,0,1,0,0,0,1
1,22.0,0.0,0.0,0.0,0.0,0.0,True,3,571,1,0,7,2,0,1,0,0,0,0,0,0.0,1,3,0,1,0,1,0,0
1,19.0,0.0,0.0,0.0,0.0,0.0,False,3,571,2,0,7,2,0,1,0,0,0,0,0,0.0,1,3,0,1,0,0,0,1
1,42.0,0.0,0.0,0.0,0.0,0.0,True,5,571,3,0,7,2,0,1,0,0,0,0,0,0.0,1,3,0,1,0,0,0,1
1,30.0,0.0,0.0,0.0,0.0,5.569615959749293,True,4,571,4,0,7,2,0,1,0,0,0,0,0,0.0,1,3,0,1,0,0,0,1
1,16.0,0.0,0.0,0.0,0.0,0.0,True,2,571,5,0,7,2,0,1,0,0,0,0,0,0.0,1,3,0,1,0,1,0,0
0,55.0,0.0,7.341483852363161,0.0,7.503840746698951,7.358193752733032,False,6,571,6,0,7,2,0,1,0,0,0,0,0,8.502079553606189,0,0,0,1,0,0,0,1
1,55.0,0.0,0.0,0.0,0.0,0.0,True,6,571,7,0,7,2,0,1,0,0,0,0,0,0.0,1,3,0,1,0,0,0,1
0,19.0,7.555905093611346,0.0,3.091042453358316,6.75110146893676,0.0,False,3,572,1,1,1,5,1,1,0,0,0,0,0,7.932721027481948,0,0,1,0,0,0,0,1
0,28.127118644067796,2.70805020110221,6.697034247666484,3.258096538021482,4.007333185232471,4.938879565901697,False,3,573,1,1,1,5,0,1,0,0,0,0,0,6.805722553416985,0,2,1,0,0,0,0,1
1,18.0,0.0,0.0,0.0,0.0,0.0,True,2,575,1,1,1,4,0,1,0,0,0,0,0,0.0,1,3,0,1,0,0,0,1
0,21.0,0.0,5.032889461958913,6.439350371100098,4.709530201312334,0.0,False,3,576,1,1,1,5,1,1,0,0,0,0,0,6.601230118728877,0,2,1,0,0,0,0,1
0,65.0,0.0,0.0,6.257667587882639,4.663439094112067,0.0,False,6,577,1,1,1,6,0,1,0,0,0,0,0,6.440946540632921,0,1,1,0,0,0,0,1
0,55.0,3.9889840465642745,6.673297967767654,3.6375861597263857,0.0,0.0,True,6,579,1,0,2,5,1,1,0,0,0,0,0,6.78105762593618,0,2,1,0,0,0,0,1
0,50.0,3.9889840465642745,5.455321115357702,0.0,0.0,0.0,False,5,579,2,0,2,6,1,1,0,0,0,0,0,5.455321115357702,0,1,1,0,0,0,0,1
1,49.0,0.0,0.0,0.0,0.0,0.0,True,5,580,1,1,1,6,0,1,0,0,0,0,0,0.0,1,3,1,0,0,0,0,1
0,22.0,0.0,0.0,6.400257445308821,5.214935757608986,1.6094379124341003,False,3,581,1,1,1,4,1,1,0,0,0,0,0,6.670766320845874,0,2,1,0,0,0,0,1
1,33.0,0.0,0.0,0.0,0.0,0.0,True,5,582,1,1,1,5,0,1,0,0,0,0,0,0.0,1,3,0,0,1,0,0,1
1,3.0,0.0,0.0,0.0,0.0,0.0,True,0,583,1,0,3,5,1,1,0,0,0,0,0,0.0,1,3,0,0,1,0,0,1
1,0.0,0.0,0.0,0.0,0.0,0.0,True,0,583,2,0,3,5,1,1,0,0,0,0,0,0.0,1,3,0,0,1,0,0,1
1,33.0,0.0,0.0,0.0,0.0,0.0,True,5,583,3,0,3,5,1,1,0,0,0,0,0,0.0,1,3,0,0,1,0,0,1
1,48.0,0.0,0.0,0.0,0.0,0.0,True,5,585,1,0,3,5,0,1,0,0,0,0,0,0.0,1,3,0,0,1,0,0,1
1,5.0,0.0,0.0,0.0,0.0,0.0,True,1,585,2,0,3,5,0,1,0,0,0,0,0,0.0,1,3,0,0,1,0,0,1
0,23.0,7.88193748927207,0.0,6.996681488176539,0.0,0.0,False,3,585,3,0,3,3,0,1,0,0,0,0,0,8.227108234348146,0,0,0,0,1,0,0,1
1,53.0,0.0,0.0,0.0,0.0,0.0,True,6,586,1,1,1,3,0,1,0,0,0,0,0,0.0,1,3,0,1,0,0,0,1
0,18.0,1.791759469228055,3.258096538021482,6.424869023905388,0.0,6.949856455000773,False,2,587,1,1,1,5,0,1,0,0,0,0,0,7.4318919168078,0,0,0,0,1,0,0,1
1,20.0,0.0,0.0,0.0,0.0,0.0,False,3,588,1,1,1,6,0,1,0,0,0,0,0,0.0,1,3,1,0,0,0,1,0
0,23.0,5.459585514144159,0.6931471805599453,6.313548046277095,0.0,0.6931471805599453,False,3,589,1,1,1,4,0,1,0,0,0,0,0,6.669498089857879,0,2,1,0,0,0,0,1
0,48.0,6.687108607866515,1.0986122886681098,0.0,0.6931471805599453,6.881411303642535,False,5,590,1,1,1,6,0,1,0,0,0,0,0,7.48324441607385,0,0,1,0,0,0,0,1
1,19.0,0.0,0.0,0.0,0.0,0.0,False,3,591,1,1,1,6,1,1,0,0,0,0,0,0.0,1,3,1,0,0,0,1,0
0,32.69230769230769,3.784189633918261,5.030437921392435,5.209486152841421,0.6931471805599453,7.603897968521881,False,5,593,1,1,1,3,0,1,0,0,0,0,0,7.776535028185241,0,0,0,0,1,0,0,1
0,9.0,0.0,0.0,0.0,0.0,0.0,False,1,594,1,0,2,6,1,1,0,0,0,0,0,0.0,1,3,1,0,0,1,0,0
0,24.0,0.0,1.6094379124341003,0.0,6.508769136971682,4.736198448394496,False,3,594,2,0,2,4,1,1,0,0,0,0,0,6.669498089857879,0,2,1,0,0,0,0,1
0,46.0,3.091042453358316,0.0,7.6760099320288875,6.0473721790462776,4.938879565901697,True,5,596,1,1,1,5,0,1,0,0,0,0,0,7.8628820346414905,0,0,0,0,1,0,0,1
1,23.0,0.0,0.0,0.0,0.0,0.0,True,3,597,1,0,2,6,0,1,0,0,0,0,0,0.0,1,3,1,0,0,0,0,1
1,21.0,0.0,0.0,0.0,0.0,0.0,False,3,597,2,0,2,6,0,1,0,0,0,0,0,0.0,1,3,1,0,0,0,0,1
1,19.0,0.0,0.0,4.122059130716357,0.0,3.847772212676965,False,3,598,1,1,1,6,1,1,0,0,0,0,0,0.0,1,3,1,0,0,0,0,1
0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,599,1,0,4,5,0,1,0,0,0,0,0,0.0,1,3,0,0,1,0,0,1
0,4.0,0.0,0.0,0.0,0.0,0.0,True,0,599,2,0,4,5,0,1,0,0,0,0,0,0.0,1,3,0,0,1,0,0,1
0,26.0,7.133295954896068,0.0,3.8501476017100584,4.8283137373023015,1.9459101490553132,False,4,599,3,0,4,5,0,1,0,0,0,0,0,7.264730177929867,0,2,0,0,1,0,0,1
1,9.0,0.0,0.0,0.0,0.0,0.0,True,1,599,4,0,4,5,0,1,0,0,0,0,0,0.0,1,3,0,0,1,0,0,1
0,24.0,0.0,8.12740456269308,6.717804695023691,2.302585092994046,6.677083461247136,True,3,600,1,1,1,2,1,1,0,0,0,0,0,8.519989278718239,0,0,0,1,0,0,0,1
1,24.0,0.0,0.0,0.0,0.0,0.0,True,3,602,1,0,3,5,0,1,0,0,0,0,0,0.0,1,3,0,0,1,0,0,1
0,25.0,0.0,0.0,0.0,0.0,0.0,False,3,602,2,0,3,4,0,1,0,0,0,0,0,0.0,1,3,0,0,1,0,0,1
1,21.0,0.0,0.0,0.0,0.0,0.0,True,3,602,3,0,3,5,0,1,0,0,0,0,0,0.0,1,3,0,0,1,0,0,1
0,21.0,0.0,0.0,2.5649493574615367,0.0,6.617402977974478,False,3,603,1,1,1,5,0,1,0,0,0,0,0,6.633318433280377,0,2,1,0,0,0,0,1
0,37.0,3.332204510175204,6.484635235635252,2.3978952727983707,6.782192056006791,9.166283985779263,False,5,607,1,0,3,2,0,1,0,0,0,0,0,9.318387276059317,0,0,0,1,0,0,0,1
0,44.0,6.075346031088684,8.043663352393944,2.995732273553991,7.220739534296136,6.794586580876499,False,5,607,2,0,3,2,0,1,0,0,0,0,0,8.402679804627477,0,0,0,1,0,1,0,0
0,43.0,1.6094379124341003,7.013915474810528,4.77912349311153,7.52456122628536,8.562357743370612,False,5,607,3,0,3,2,0,1,0,0,0,0,0,8.034631032923107,0,0,0,1,0,0,0,1
0,7.0,0.0,0.0,0.0,0.0,0.0,True,1,608,1,1,1,6,0,1,0,0,0,0,0,0.0,1,3,1,0,0,0,0,1
0,33.0,5.0106352940962555,0.0,5.590378250015488,0.0,4.700480365792417,False,5,609,1,1,1,5,0,1,0,0,0,0,0,5.556828061699537,0,1,0,0,1,0,0,1
0,24.0,0.0,5.052438781044123,5.438079308923196,6.220590170099739,1.791759469228055,False,3,610,1,1,1,5,0,1,0,0,0,0,0,6.602587892189336,0,2,1,0,0,0,0,1
1,31.0,0.0,0.0,0.0,0.0,0.0,True,4,611,1,1,1,6,1,1,0,0,0,0,0,0.0,1,3,1,0,0,0,1,0
1,27.0,0.0,0.0,0.0,0.0,0.0,True,4,612,1,1,1,1,0,1,0,0,0,0,0,0.0,1,3,0,1,0,0,0,1
0,34.0,0.0,0.0,0.0,4.3924559309708675,0.0,True,5,614,1,1,1,6,1,1,0,0,0,0,0,0.0,1,3,1,0,0,0,0,1
1,58.0,0.0,0.0,0.0,0.0,0.0,False,6,615,1,0,3,6,1,1,0,0,0,0,0,0.0,1,3,1,0,0,0,0,1
0,7.0,0.0,0.0,0.0,0.0,0.0,True,1,615,2,0,3,6,1,1,0,0,0,0,0,0.0,1,3,1,0,0,0,0,1
1,3.0,0.0,0.0,0.0,0.0,0.0,True,0,615,3,0,3,6,1,1,0,0,0,0,0,0.0,1,3,1,0,0,1,0,0
0,21.0,0.0,0.0,6.812345094177479,3.912023005428146,0.0,True,3,618,1,0,2,6,0,1,0,0,0,0,0,6.86484777797086,0,2,1,0,0,1,0,0
